,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
36871,25,0,141706,1,10,0,1,1,0,1,0,0,40,0,0
36872,35,0,361888,1,10,2,7,3,0,0,0,0,40,0,0
36873,54,0,185407,0,9,1,4,0,0,0,7688,0,40,0,1
36874,35,2,176101,0,9,1,6,0,0,0,0,0,80,0,1
36875,18,0,216730,5,7,0,5,2,0,0,0,0,12,0,0
36877,30,0,609789,5,7,1,6,0,0,0,0,0,60,1,0
36878,29,0,136017,11,6,0,4,1,0,0,0,0,48,0,0
36879,41,0,58880,2,13,1,3,4,0,1,7688,0,10,0,1
36880,40,0,285787,13,12,1,10,0,0,0,0,0,40,0,1
36881,46,0,173243,1,10,1,10,0,0,0,5178,0,40,0,1
36882,39,0,160916,13,12,1,10,4,0,1,0,0,45,0,0
36883,42,0,227397,2,13,1,1,4,0,1,0,0,40,0,1
36884,49,2,111066,2,13,1,4,0,0,0,0,0,50,0,1
36885,23,0,189924,1,10,0,5,2,0,1,0,0,40,0,0
36886,34,0,31740,14,4,1,8,0,0,0,0,0,40,0,0
36887,42,2,120837,0,9,1,4,0,0,0,0,2042,48,0,0
36888,31,0,172304,1,10,1,4,0,0,0,0,0,50,0,1
36890,31,0,86492,4,11,1,8,0,0,0,0,0,30,0,1
36891,90,0,206667,3,14,1,3,4,0,1,0,0,40,0,1
36892,27,2,153546,2,13,0,3,2,0,1,0,0,40,0,0
36894,30,2,115932,0,9,0,4,1,0,0,99999,0,50,0,1
36895,27,1,151626,0,9,0,3,2,1,1,0,0,40,0,0
36896,27,2,37302,5,7,1,0,0,0,0,0,0,50,0,0
36897,28,0,109001,0,9,0,4,1,0,0,0,0,40,0,0
36898,40,0,195488,0,9,0,1,2,0,1,0,0,45,0,0
36899,43,1,216116,3,14,3,3,3,1,1,0,0,37,0,0
36900,26,0,118497,0,9,1,8,0,0,0,0,0,50,0,0
36901,48,2,101233,4,11,1,5,4,0,1,0,0,15,0,0
36902,41,0,349703,13,12,1,6,0,2,0,0,0,40,0,0
36903,32,0,226883,0,9,1,4,0,0,0,0,0,40,16,0
36904,23,0,214635,0,9,0,4,1,0,0,0,0,40,0,0
36905,35,0,169672,5,7,1,2,0,0,0,0,0,65,0,0
36906,42,0,71458,1,10,1,0,0,0,0,0,0,50,0,0
36907,27,3,142621,2,13,0,3,1,0,1,4101,0,40,0,0
36908,34,0,125279,0,9,1,8,0,0,0,0,0,40,0,0
36909,25,0,197303,2,13,0,3,2,0,1,0,0,40,0,0
36910,46,1,148995,2,13,0,3,2,0,0,4787,0,45,0,1
36911,34,0,69251,1,10,1,5,0,2,0,0,0,40,5,0
36912,39,0,160123,0,9,4,1,1,0,1,0,0,40,0,0
36914,25,0,323229,2,13,0,1,1,0,0,0,0,40,0,0
36915,45,0,138626,4,11,2,0,1,0,0,2174,0,50,0,0
36916,46,0,102359,2,13,2,3,1,0,0,0,0,40,0,0
36917,23,0,151888,0,9,2,4,1,0,0,4650,0,50,41,0
36918,37,0,404661,1,10,0,0,1,1,0,0,0,40,0,0
36920,38,2,185325,0,9,1,9,0,0,0,0,0,40,0,1
36921,35,2,230268,1,10,1,5,0,0,0,0,0,40,0,0
36922,49,5,38819,2,13,1,2,0,0,0,0,0,50,0,1
36923,37,0,380614,13,12,1,3,4,0,1,0,0,13,0,1
36924,45,0,319637,0,9,2,5,3,0,1,0,0,40,0,0
36925,71,0,149040,10,8,0,5,1,0,1,0,0,40,0,0
36926,44,0,320984,2,13,1,2,0,0,0,0,0,60,0,1
36928,38,0,81965,4,11,0,10,1,0,1,0,0,40,0,0
36929,42,1,182302,0,9,1,4,0,0,0,0,0,40,0,0
36930,29,0,53434,4,11,1,0,0,0,0,0,0,60,0,1
36931,48,0,216214,5,7,1,7,0,0,0,0,0,40,0,0
36932,56,5,24127,4,11,1,2,0,0,0,0,0,54,0,1
36933,32,4,115066,0,9,1,10,0,0,0,0,0,40,0,0
36934,19,0,120277,0,9,0,5,1,0,1,0,0,30,0,0
36935,57,2,134286,1,10,3,2,1,0,0,0,0,35,0,0
36936,55,0,26716,11,6,0,8,1,0,0,0,0,60,0,0
36940,66,0,117746,2,13,1,2,0,0,0,0,0,50,0,1
36941,26,0,206199,0,9,0,1,2,1,0,0,0,40,0,0
36942,58,5,89922,4,11,1,0,0,0,0,15024,0,40,0,1
36943,62,0,69867,2,13,1,3,0,0,0,0,0,55,0,1
36944,31,0,109020,2,13,0,3,3,3,0,0,0,40,0,0
36946,25,0,130302,0,9,1,7,0,0,0,0,0,40,0,0
36947,38,0,156728,2,13,1,1,0,0,0,0,0,56,0,0
36948,33,0,424719,2,13,2,0,1,0,1,0,0,40,0,0
36949,51,4,217647,1,10,2,3,1,1,1,0,0,40,0,0
36950,20,0,33087,4,11,0,6,2,0,0,0,0,40,0,0
36951,40,4,241895,0,9,1,1,0,0,0,0,0,40,0,0
36952,20,0,38455,11,6,0,5,1,0,0,0,0,40,0,0
36953,41,1,81054,1,10,2,0,3,0,1,0,0,25,0,0
36954,44,0,163215,10,8,2,7,3,0,1,0,0,40,0,0
36955,35,0,156728,0,9,1,6,0,0,0,0,0,40,0,0
36956,35,2,127930,0,9,5,6,1,0,0,0,0,60,0,0
36957,46,4,227310,1,10,0,1,3,1,1,0,0,40,0,0
36958,24,0,96844,1,10,0,1,1,0,1,0,0,17,0,0
36959,18,0,245199,1,10,0,5,2,0,0,0,0,40,0,0
36960,37,0,46385,0,9,1,7,0,0,0,0,0,40,0,0
36961,58,0,186385,9,16,0,3,1,0,0,0,0,8,0,0
36962,55,0,252714,4,11,1,1,0,0,0,0,0,40,0,0
36963,68,0,154897,0,9,0,2,1,0,1,0,0,30,0,0
36964,41,0,320744,2,13,1,3,0,0,0,0,0,40,0,1
36965,50,0,138852,3,14,1,0,0,0,0,15024,0,50,0,1
36966,48,0,102092,0,9,1,4,0,0,0,0,0,40,0,0
36968,45,0,278151,0,9,1,11,0,0,0,0,0,40,0,0
36969,43,0,338290,1,10,1,3,0,0,0,0,0,40,0,0
36970,37,0,34378,1,10,1,4,0,0,0,0,0,35,0,0
36971,43,0,91959,2,13,1,0,0,0,0,0,0,45,0,1
36972,36,0,265881,0,9,2,7,3,0,1,0,0,40,0,0
36973,60,0,276009,0,9,1,5,0,2,0,0,0,30,5,0
36974,27,0,193898,0,9,2,4,1,0,0,0,0,50,0,0
36975,36,0,139364,2,13,1,2,0,0,0,0,0,50,0,1
36976,47,3,306473,13,12,1,8,0,0,0,0,0,40,0,0
36977,33,0,37232,1,10,0,4,1,0,0,0,0,80,0,0
36978,19,3,56424,10,8,0,8,2,1,0,0,0,20,0,0
36979,33,0,165235,2,13,0,5,1,2,1,0,0,35,38,0
36980,34,0,153326,2,13,1,3,0,0,0,0,0,40,0,1
36981,33,0,106976,0,9,2,5,3,0,1,0,0,40,0,0
36982,57,0,109015,1,10,2,2,1,0,1,0,0,48,0,0
36983,59,0,154100,3,14,0,2,1,0,1,27828,0,45,0,1
36984,36,0,183739,0,9,1,4,2,0,1,0,2002,40,0,0
36985,60,0,367695,13,12,1,1,0,0,0,0,0,40,0,1
36986,33,1,156015,4,11,1,10,0,0,0,0,0,40,0,0
36987,41,0,185132,2,13,0,3,1,0,1,0,0,45,0,0
36988,20,2,188274,1,10,0,3,2,0,0,0,0,10,0,0
36989,28,1,50512,2,13,0,3,1,0,1,2202,0,50,0,0
36990,24,3,147719,3,14,0,3,1,2,0,0,0,20,31,0
36991,31,0,414525,10,8,0,6,1,1,0,0,0,60,0,0
36992,38,0,289148,0,9,5,4,3,0,1,0,0,40,0,0
36993,40,0,176069,2,13,2,3,1,0,1,0,0,45,0,0
36994,55,3,199713,2,13,1,3,0,0,0,0,0,15,0,0
36995,49,0,297884,0,9,1,7,0,0,0,4064,0,50,0,0
36996,33,0,204829,0,9,2,8,1,0,0,0,0,45,0,0
36998,24,1,32950,2,13,0,3,1,0,0,0,0,35,0,0
36999,46,0,233511,2,13,2,4,1,0,0,0,0,48,0,0
37000,20,0,210781,1,10,0,1,2,0,1,0,0,20,0,0
37001,50,0,190762,12,3,1,9,0,0,0,0,0,40,1,0
37002,22,0,83315,0,9,0,1,3,0,0,0,0,40,0,0
37003,32,5,343872,1,10,1,8,0,1,0,0,0,35,27,0
37004,46,0,185385,0,9,1,2,0,0,0,0,0,65,0,1
37006,39,0,80324,1,10,1,0,0,0,0,0,1977,62,0,1
37007,26,0,357933,1,10,0,1,2,0,1,0,0,15,0,0
37008,20,0,211293,1,10,0,2,2,1,1,0,0,14,0,0
37009,37,5,199265,1,10,1,0,0,0,0,0,0,50,0,0
37010,40,0,202872,1,10,2,1,3,0,1,0,0,24,0,0
37011,22,0,195075,1,10,0,5,2,0,1,0,0,38,0,0
37012,32,0,317378,2,13,0,0,2,0,1,10520,0,40,0,1
37013,41,0,187802,1,10,2,10,1,0,0,0,0,50,0,0
37014,24,0,97212,13,12,1,1,4,0,1,0,0,40,0,0
37015,40,0,47902,0,9,1,0,0,0,0,0,0,40,0,0
37016,37,3,76767,8,15,1,3,4,0,1,0,0,39,0,1
37017,42,0,172297,3,14,1,1,0,0,0,0,1902,40,0,1
37018,56,0,274475,15,5,4,2,3,0,1,0,0,40,0,0
37019,20,0,105244,1,10,0,9,1,0,0,0,0,50,0,0
37020,55,1,165695,0,9,2,1,3,0,0,0,0,40,0,0
37021,29,0,253801,0,9,0,4,5,0,0,0,0,40,0,0
37022,37,0,305597,0,9,2,4,1,0,0,0,0,40,0,0
37023,61,2,352448,2,13,1,8,0,0,0,0,0,60,0,0
37024,26,0,242768,2,13,0,3,1,0,0,0,0,38,0,0
37025,49,5,201080,1,10,2,4,1,0,0,0,0,55,0,0
37026,18,1,159032,14,4,0,6,2,0,0,0,0,40,0,0
37027,30,0,149568,15,5,0,6,5,1,0,0,0,40,0,0
37029,24,3,155775,0,9,1,10,0,0,0,0,0,40,0,0
37030,37,0,120074,0,9,0,8,1,0,0,0,0,40,0,0
37031,37,1,257588,0,9,2,1,3,0,1,0,0,40,0,0
37032,36,0,177907,1,10,1,7,0,0,0,0,0,65,0,0
37033,40,0,309311,0,9,1,6,0,0,0,0,0,40,0,0
37034,44,2,138975,0,9,1,4,0,0,0,0,0,55,0,0
37035,43,2,187778,0,9,1,4,0,0,0,0,0,20,0,0
37036,19,0,35865,1,10,0,9,1,0,1,0,0,35,0,0
37037,50,0,234373,3,14,1,0,4,0,1,0,1485,40,0,0
37039,39,0,144688,0,9,1,1,4,1,1,0,0,50,0,0
37040,43,0,248094,0,9,2,4,3,0,0,0,0,40,0,0
37041,43,0,248094,0,9,1,7,0,0,0,0,0,40,0,0
37042,40,0,213821,3,14,0,3,1,0,0,0,0,40,0,1
37043,31,3,55849,1,10,0,4,1,0,0,0,0,40,0,0
37044,25,0,121712,2,13,2,4,1,0,0,0,0,40,0,0
37045,30,4,164552,2,13,0,3,1,0,0,0,1876,40,0,0
37046,55,0,223127,15,5,1,6,0,0,0,0,0,40,0,0
37047,55,0,190514,14,4,1,1,0,0,0,0,0,75,0,0
37048,29,0,203797,1,10,1,0,0,1,0,0,0,40,0,0
37049,28,0,378460,2,13,0,1,1,0,0,10520,0,60,0,1
37050,30,0,105908,0,9,1,4,0,0,0,0,0,40,0,0
37051,33,0,232356,0,9,1,2,0,0,0,0,1672,55,0,0
37052,23,0,210526,0,9,0,1,2,0,0,0,0,40,0,0
37053,71,0,193530,5,7,0,12,1,0,1,0,0,75,0,0
37055,21,0,43535,1,10,0,2,1,0,1,0,0,40,0,0
37058,49,0,183013,0,9,1,6,0,0,0,0,0,40,0,0
37059,31,0,113364,13,12,1,7,0,0,0,0,0,20,0,0
37060,27,0,197380,13,12,0,3,1,0,0,0,0,40,0,0
37061,27,0,298635,3,14,1,3,0,2,0,0,0,40,17,1
37062,26,0,213385,1,10,0,5,1,0,0,0,0,20,0,0
37064,17,0,31007,11,6,0,5,2,0,1,0,0,30,0,0
37065,26,0,35917,1,10,0,8,1,0,0,0,0,50,0,0
37066,45,0,99385,0,9,2,1,1,0,1,0,0,40,29,0
37067,50,0,48358,0,9,1,4,0,0,0,7688,0,40,0,1
37068,31,0,241885,0,9,0,6,3,0,0,0,0,45,0,0
37069,51,0,24344,13,12,0,1,1,0,1,0,0,40,0,0
37070,56,0,149686,15,5,4,7,3,0,1,0,0,40,0,0
37071,24,3,154432,2,13,0,7,1,0,0,0,0,35,0,0
37072,29,0,331875,10,8,0,9,1,0,0,0,0,40,9,0
37073,26,0,259585,1,10,0,2,1,0,0,0,0,24,0,0
37074,51,0,104748,1,10,1,0,0,0,0,0,0,45,0,0
37075,32,1,144949,0,9,1,11,0,0,0,0,0,40,0,0
37076,47,3,199512,2,13,1,0,0,0,0,0,0,40,0,1
37077,30,0,302438,0,9,0,7,1,0,0,0,0,40,0,0
37079,49,4,115784,1,10,1,4,0,0,0,0,0,40,0,0
37080,40,0,96509,1,10,1,3,0,4,0,0,0,40,0,1
37081,62,0,226733,0,9,1,1,0,0,0,0,0,40,0,1
37082,43,5,244945,2,13,1,3,0,0,0,0,0,60,0,0
37083,76,0,243768,12,3,0,9,1,0,0,0,0,20,0,0
37085,35,0,186934,2,13,1,2,0,0,0,0,0,50,0,1
37086,27,0,89813,0,9,0,9,2,0,1,0,0,40,0,0
37087,54,5,129432,2,13,1,0,0,0,0,15024,0,40,0,1
37088,55,2,184702,0,9,1,2,0,0,0,0,0,40,0,0
37089,21,0,275291,1,10,0,2,2,0,0,0,0,12,0,0
37090,20,0,258298,1,10,0,9,2,0,0,0,0,20,0,0
37091,39,0,139743,0,9,3,1,1,0,1,0,0,20,0,0
37092,26,0,102476,2,13,0,3,2,0,0,10520,0,64,0,1
37093,20,0,103840,0,9,0,7,2,0,1,0,0,42,0,0
37094,28,0,274579,0,9,1,8,0,0,0,0,0,60,0,0
37095,56,4,156842,1,10,3,5,1,1,0,0,0,40,0,0
37096,39,0,101020,10,8,1,7,0,0,0,0,0,40,0,0
37097,44,4,68729,2,13,1,0,0,2,0,0,0,40,0,1
37098,55,0,141326,0,9,1,4,0,0,0,0,0,40,0,1
37099,54,2,168723,0,9,1,2,0,0,0,0,0,40,0,0
37100,30,0,347166,2,13,0,3,1,0,0,13550,0,45,0,1
37101,34,1,213722,0,9,1,11,0,0,0,0,0,57,0,1
37102,42,0,196797,0,9,0,8,3,1,1,0,0,38,0,0
37103,50,5,207246,1,10,3,0,3,0,1,0,0,75,0,0
37104,34,4,199934,1,10,1,1,0,1,0,0,0,40,0,1
37105,23,0,272185,4,11,0,4,2,0,0,0,0,33,0,0
37108,47,0,266281,5,7,0,7,3,1,1,6849,0,40,0,0
37109,57,0,96779,12,3,1,4,0,0,0,0,0,40,0,0
37111,33,0,188352,3,14,0,3,1,1,0,0,0,50,0,0
37112,37,0,359131,0,9,2,4,3,0,1,0,0,48,0,0
37113,53,0,198824,2,13,0,0,3,0,1,0,0,40,0,0
37114,27,3,68393,2,13,0,1,1,0,1,0,0,40,0,0
37115,47,0,115613,0,9,1,4,0,0,0,0,0,50,0,1
37116,42,0,45363,13,12,1,3,0,0,0,0,0,50,0,0
37117,39,0,121590,1,10,0,3,1,1,0,4787,0,40,0,1
37118,58,1,292379,2,13,1,0,0,0,0,0,0,40,0,0
37119,20,0,482732,0,9,0,1,5,0,0,0,0,24,0,0
37120,19,0,198663,0,9,0,7,5,0,0,0,0,40,0,0
37121,39,0,230329,0,9,1,4,0,0,0,0,0,35,0,0
37122,51,0,29887,0,9,2,0,1,0,0,0,0,44,0,0
37123,52,0,194259,0,9,2,2,1,0,1,0,0,40,16,0
37124,53,0,126368,1,10,0,1,1,0,1,0,0,50,0,1
37125,50,0,108446,1,10,1,2,0,0,0,0,0,40,0,0
37126,36,0,220696,0,9,2,7,1,0,0,0,0,40,0,0
37127,30,0,32008,2,13,0,10,1,0,1,0,0,72,0,0
37129,50,0,185846,0,9,1,2,0,0,0,0,0,55,0,1
37130,76,0,127016,14,4,4,12,1,0,1,0,0,40,0,0
37131,46,2,102308,2,13,1,2,0,0,0,0,2415,40,0,1
37132,24,0,157894,1,10,0,9,2,1,0,0,0,40,0,0
37133,26,0,345405,0,9,1,2,0,0,0,2885,0,40,0,0
37134,56,2,94156,8,15,1,3,0,0,0,0,1977,50,0,1
37135,50,0,145409,2,13,1,3,0,0,0,15024,0,40,0,1
37136,22,0,190968,1,10,1,4,0,0,0,2407,0,40,0,0
37137,23,1,212803,2,13,0,3,1,0,1,0,0,35,0,0
37138,51,0,168660,0,9,1,0,0,0,0,0,0,50,0,0
37139,58,0,234481,11,6,1,8,0,0,0,0,0,40,0,0
37140,38,0,131461,15,5,1,5,4,1,1,0,0,24,27,0
37141,45,0,408773,1,10,1,7,0,0,0,0,0,40,0,1
37142,55,2,126117,0,9,4,2,1,0,0,0,0,40,0,0
37143,45,0,155489,1,10,1,2,0,0,0,0,0,60,0,1
37144,42,0,296749,1,10,2,7,1,0,0,0,0,45,0,0
37145,44,3,185832,2,13,1,1,0,0,0,0,0,46,0,1
37146,60,0,43235,2,13,1,3,0,0,0,0,0,50,0,1
37147,27,0,213152,1,10,0,2,1,0,0,0,0,40,0,0
37148,25,1,334267,1,10,1,0,0,0,0,0,0,40,0,1
37150,43,0,64631,0,9,1,0,0,0,0,15024,0,50,0,1
37151,44,1,193882,4,11,0,10,1,0,0,0,1340,40,0,0
37152,63,0,71800,14,4,4,5,1,0,1,0,0,41,0,0
37153,46,1,170092,3,14,0,3,1,0,1,0,0,43,0,0
37154,47,0,198223,1,10,1,0,0,0,0,0,0,40,0,0
37155,37,0,359796,1,10,2,2,1,1,0,0,0,40,0,0
37156,43,0,110556,0,9,3,0,3,1,1,0,0,40,0,0
37157,46,0,196858,3,14,1,3,0,0,0,0,0,35,0,1
37159,61,2,224784,13,12,5,0,1,0,1,0,0,90,0,0
37160,53,4,271544,0,9,1,1,0,1,0,0,1977,40,0,1
37162,44,0,221172,0,9,0,4,1,0,0,0,0,30,0,0
37163,54,0,256916,0,9,1,0,0,0,0,0,0,45,0,0
37164,22,0,157332,1,10,0,3,2,0,1,0,0,40,0,0
37165,47,4,192894,0,9,1,8,0,1,0,0,0,50,0,1
37166,18,0,240183,0,9,0,5,2,0,1,0,0,20,0,0
37167,25,0,204338,11,6,1,4,0,0,0,0,0,40,1,0
37168,24,0,122166,1,10,0,1,2,0,1,0,0,40,4,0
37169,37,1,397877,2,13,1,1,0,0,0,0,0,40,0,1
37170,51,0,115066,1,10,2,1,3,0,1,0,2547,40,0,1
37171,35,2,170174,0,9,1,4,0,0,0,7298,0,60,0,1
37172,59,0,171015,1,10,0,1,2,0,1,0,0,34,0,0
37173,46,0,91262,1,10,5,4,1,2,0,0,0,40,5,0
37174,45,1,127678,4,11,1,11,0,0,0,0,0,60,0,1
37175,19,0,263338,0,9,0,5,2,0,0,0,0,15,0,0
37176,22,0,129508,0,9,0,1,2,0,1,0,0,28,0,0
37177,41,0,192107,2,13,1,4,0,0,0,0,0,40,0,0
37178,33,2,93930,0,9,1,0,0,0,0,0,0,40,0,0
37179,26,4,207537,0,9,0,1,1,1,1,0,0,40,0,0
37180,22,0,138542,1,10,1,9,0,0,0,0,0,35,0,0
37181,29,2,116207,0,9,1,3,0,0,0,0,0,65,0,1
37182,22,0,198244,0,9,0,1,1,0,1,0,0,39,0,0
37183,34,0,90614,13,12,1,10,0,0,0,0,2042,10,0,0
37184,23,0,211160,10,8,1,9,2,0,0,0,0,40,0,0
37185,20,0,194630,0,9,1,1,0,0,0,3781,0,50,0,0
37186,25,0,161478,2,13,0,3,1,2,1,0,0,40,0,0
37187,59,0,144071,0,9,1,1,0,0,0,0,0,40,0,1
37188,44,0,167005,1,10,1,4,0,0,0,4386,0,55,0,0
37189,55,0,342121,1,10,1,10,0,0,0,0,0,40,0,0
37190,77,2,71676,1,10,4,1,1,0,1,0,1944,1,0,0
37191,42,0,124692,3,14,1,0,0,0,0,0,0,40,0,1
37192,47,0,147236,0,9,1,4,0,0,0,0,0,40,0,1
37193,42,0,145175,1,10,1,7,0,0,0,0,0,40,0,0
37194,45,0,259323,1,10,1,4,0,0,0,0,0,40,0,0
37195,23,0,154978,0,9,1,5,0,0,0,0,0,40,22,0
37197,23,0,127768,1,10,0,4,1,0,0,0,0,40,0,0
37198,52,0,98588,0,9,1,4,0,0,0,0,0,40,0,0
37199,49,0,192894,0,9,1,4,0,0,0,0,0,40,0,1
37200,20,0,194848,1,10,0,4,2,0,0,0,0,40,0,0
37201,20,0,34446,0,9,0,5,1,0,1,0,0,20,0,0
37202,23,1,177265,0,9,0,5,2,0,1,0,0,45,0,0
37203,30,0,142977,1,10,2,4,1,0,0,0,0,65,0,0
37204,45,0,241350,0,9,1,9,0,0,0,0,0,48,0,1
37205,30,0,154882,8,15,4,5,1,0,0,0,0,35,0,0
37206,17,0,60562,15,5,0,5,2,0,1,0,0,20,0,0
37207,22,0,142566,0,9,0,2,1,0,0,0,0,40,0,0
37208,25,0,176162,2,13,0,9,2,0,0,0,0,40,0,0
37209,52,0,186303,1,10,1,0,0,0,0,15024,0,55,29,1
37210,40,0,237671,1,10,1,10,4,0,1,0,0,40,0,1
37212,58,0,68624,0,9,1,0,0,0,0,0,0,45,0,0
37213,30,0,229504,0,9,1,4,0,0,0,0,0,50,0,0
37214,59,0,340591,11,6,1,9,0,0,0,3942,0,40,0,0
37215,29,0,262208,1,10,0,5,1,1,1,0,0,30,18,0
37216,26,0,236008,4,11,2,3,3,0,1,0,0,40,0,0
37217,39,1,214284,2,13,4,3,3,2,1,0,0,10,8,0
37218,33,0,169496,2,13,1,0,0,0,0,0,0,50,0,1
37220,22,0,195179,1,10,0,2,2,0,0,0,0,24,0,0
37221,25,0,469697,1,10,1,4,2,0,0,0,0,40,0,0
37223,44,0,214415,1,10,3,3,3,1,1,0,0,40,0,0
37224,35,0,452283,0,9,2,2,2,0,1,0,0,40,0,0
37225,40,0,244172,0,9,1,9,0,0,0,0,0,40,0,0
37226,19,0,231972,5,7,0,1,2,0,1,0,0,20,0,0
37227,37,0,412296,0,9,1,4,0,0,0,0,0,35,1,1
37228,32,0,30497,4,11,1,10,0,0,0,0,0,40,0,0
37229,52,2,189216,0,9,2,8,1,0,0,0,0,65,0,0
37230,36,0,268292,0,9,1,4,0,0,0,0,0,41,0,0
37231,38,0,69306,1,10,2,4,3,0,1,0,0,40,0,0
37232,57,3,111224,2,13,2,7,1,1,0,0,0,39,0,0
37233,22,3,309348,1,10,0,1,1,0,1,0,0,15,0,0
37235,20,0,210781,1,10,0,1,2,0,1,0,0,35,0,0
37236,40,0,286750,5,7,3,7,1,1,0,0,0,36,0,0
37237,36,2,321274,2,13,1,6,0,0,0,0,0,50,0,0
37238,27,0,192936,0,9,2,1,3,0,1,0,0,40,0,0
37239,52,0,72743,0,9,5,1,1,0,1,0,0,50,0,0
37240,43,0,187861,0,9,3,8,3,0,1,0,0,44,0,0
37241,35,0,179579,0,9,1,8,0,0,0,0,0,40,0,0
37242,29,0,663394,0,9,1,6,0,1,0,0,0,40,0,0
37243,27,0,302422,1,10,0,7,2,0,0,0,0,40,0,0
37245,49,1,37353,3,14,1,0,0,0,0,0,0,40,0,1
37246,26,2,109609,1,10,3,4,1,0,0,0,0,30,0,0
37247,47,0,184402,0,9,2,5,1,0,0,0,0,32,0,0
37248,20,0,224640,1,10,0,1,2,0,1,0,0,40,0,0
37249,19,0,405526,0,9,0,9,2,0,0,0,0,40,0,0
37250,34,0,36385,3,14,0,3,1,0,0,0,2258,50,0,0
37251,20,0,147884,0,9,0,1,2,0,1,0,0,40,0,0
37252,23,0,164231,5,7,3,3,2,0,0,0,0,35,0,0
37253,25,0,383306,2,13,0,2,1,0,0,0,0,40,0,0
37254,21,0,417668,0,9,0,9,2,0,0,0,0,36,0,0
37255,25,0,161007,0,9,0,7,2,0,0,0,0,40,0,0
37256,63,3,99823,1,10,1,11,0,0,0,0,0,32,0,0
37257,25,0,37379,2,13,0,10,1,0,1,0,0,50,0,0
37258,28,0,148645,0,9,0,7,2,0,1,0,0,40,0,0
37259,39,0,180477,3,14,0,3,1,0,0,0,0,60,0,1
37260,28,0,123147,1,10,0,10,1,0,1,4865,0,40,0,0
37261,30,0,111415,2,13,1,0,0,0,0,0,0,45,0,1
37262,41,1,107327,4,11,2,3,3,0,1,0,0,40,0,0
37263,52,1,146565,13,12,2,5,1,0,1,4865,0,30,0,0
37264,36,0,267556,0,9,1,4,0,0,0,4064,0,40,0,0
37265,47,0,284871,2,13,1,0,0,0,0,0,1887,40,0,1
37266,27,0,194690,15,5,0,5,2,0,0,0,0,50,1,0
37267,32,4,145983,1,10,1,10,4,0,1,0,0,40,0,0
37268,52,0,163998,0,9,1,2,0,0,0,99999,0,45,0,1
37269,50,0,128478,0,9,1,8,0,0,0,0,0,70,0,0
37270,21,0,250647,1,10,0,1,5,0,0,0,0,30,14,0
37271,60,0,226949,0,9,2,1,3,0,1,0,0,37,0,0
37272,47,0,157901,5,7,1,5,0,4,0,0,0,36,0,0
37273,54,2,33863,0,9,1,6,0,0,0,0,0,60,0,1
37274,32,1,40444,3,14,0,3,1,0,0,0,0,50,0,0
37275,61,0,54373,1,10,1,2,0,0,0,0,0,40,0,0
37276,21,0,52753,0,9,0,4,1,0,0,0,1504,40,0,0
37277,29,2,104423,1,10,1,0,5,0,0,4386,0,45,0,1
37278,36,1,305714,0,9,0,5,3,1,1,0,0,70,0,0
37279,38,1,167440,0,9,1,8,0,0,0,0,0,20,0,0
37280,59,0,291529,11,6,4,7,1,0,0,0,0,52,0,0
37281,43,0,243380,1,10,1,1,0,0,0,0,0,40,0,0
37282,19,0,38619,5,7,0,7,1,0,0,0,0,10,0,0
37283,42,0,230684,2,13,1,3,0,0,0,5013,0,40,0,0
37284,33,0,132601,1,10,1,0,0,0,0,0,0,45,0,0
37285,47,0,193285,0,9,1,5,4,1,1,5013,0,40,0,0
37286,51,0,279156,0,9,1,0,0,0,0,7298,0,40,0,1
37287,28,0,339372,1,10,0,2,1,0,0,0,0,40,0,0
37288,61,0,101265,1,10,2,1,3,0,1,0,0,43,0,0
37289,23,0,117789,2,13,0,3,1,0,1,0,0,60,0,0
37290,31,0,312667,15,5,1,4,0,0,0,0,0,40,0,0
37291,38,2,255503,5,7,2,0,1,0,0,0,0,55,0,0
37292,21,0,221955,15,5,0,9,5,0,0,0,0,40,1,0
37293,22,0,139190,0,9,0,4,2,0,0,0,0,50,0,0
37294,35,0,185556,3,14,1,3,0,0,0,0,1887,40,0,1
37295,53,4,84278,2,13,1,0,0,0,0,0,0,48,0,1
37296,40,0,114580,0,9,1,0,4,0,1,0,0,24,0,1
37297,36,0,185405,0,9,1,1,0,0,0,0,0,50,0,1
37298,33,2,199539,0,9,1,8,0,0,0,0,0,65,0,0
37299,23,0,346480,0,9,0,1,1,0,1,0,0,50,0,0
37300,51,1,349431,0,9,1,4,0,0,0,4386,0,40,0,1
37301,31,0,219619,0,9,0,2,5,0,0,0,0,48,0,0
37302,28,1,127491,0,9,3,1,1,0,1,5721,0,40,0,0
37303,26,2,253899,2,13,2,2,1,0,0,0,0,40,0,0
37304,32,0,155232,2,13,2,11,1,1,0,0,0,60,0,1
37305,43,0,182437,2,13,0,3,1,0,0,0,0,45,0,1
37306,19,0,530454,0,9,0,5,1,0,1,0,0,50,0,0
37307,46,0,101430,5,7,2,9,3,1,1,0,0,40,0,0
37308,49,1,358668,9,16,1,3,0,0,0,0,0,45,0,1
37309,31,0,90668,11,6,0,5,1,0,1,0,0,40,0,0
37310,45,0,126141,2,13,1,0,0,0,0,0,0,40,0,1
37311,41,0,238355,12,3,1,6,0,0,0,0,0,40,1,0
37312,22,0,194031,1,10,0,5,2,0,1,0,0,15,0,0
